url_length,domain_length,n_dots,n_hyphens,has_ip,has_at_symbol,has_double_slash,suspicious_tld,brand_kw_in_url,n_subdomains,url_entropy,special_char_count,path_depth,has_https,query_param_count,min_brand_hamming,closest_brand_match,brand_color_score,dominant_hue,color_variance,red_ratio,green_ratio,blue_ratio,n_forms,n_iframes,n_external_links,n_password_inputs,n_hidden_inputs,n_scripts,n_meta_refresh,has_favicon,external_action,suspicious_js,title_length,html_length,load_time_ms,status_code,url,label
18,10,1,0,0,0,0,0,1,0,2.6464393446710157,0,0,1,0,127,0.50390625,0.9731535606890886,0.9846200980392157,182.58439127604166,0.982537722120098,0.9841442631740196,0.9871783088235294,1,0,14,0,4,14,0,1,0,1,6,224458,621.6726303100586,200,https://google.com,0
24,16,1,1,0,0,0,0,0,0,3.327819531114783,1,0,1,0,127,0.50390625,0.6558636199905727,0.8013630387050653,703.3896897567644,0.7959060968137255,0.8013298483455882,0.8068531709558824,1,1,0,1,0,0,0,0,1,0,24,249,0.0,0,https://gtld-servers.net,0
19,11,1,0,0,0,0,0,0,0,3.095795255000934,0,0,1,0,127,0.50390625,0.993265994597902,0.9962214052287582,34.83884006076389,0.9951267616421569,0.9961703431372549,0.9973671109068627,0,0,0,0,0,0,0,0,0,0,24,1606,257.2963237762451,404,https://gstatic.com,0
22,14,1,0,0,0,0,0,0,0,3.3787834934861753,0,0,1,0,127,0.50390625,0.7876241037810616,0.8915552874795751,3084.6284861498407,0.9633894378063725,0.8879069010416667,0.8233695235906863,1,0,56,0,21,46,0,1,0,1,51,986022,1432.4862957000732,200,https://cloudflare.com,0
20,12,1,0,0,0,0,0,1,0,3.0220552088742005,0,0,1,0,127,0.50390625,0.9530050766288156,0.9751857383578432,751.1382596492767,0.9623487285539216,0.9740512025122549,0.9891572840073529,1,0,24,1,0,116,1,1,0,0,8,462794,963.2003307342529,200,https://facebook.com,0
21,13,1,0,0,0,0,0,1,0,3.0269868333592873,0,0,1,0,127,0.50390625,0.8316898540563298,0.9063042534722222,1128.3466612233058,0.8765567555147059,0.9029536228553922,0.9394023820465687,1,2,105,0,0,58,0,0,0,0,74,194897,1527.646541595459,200,https://microsoft.com,0
22,14,1,0,0,0,0,0,1,0,3.3248629576173565,0,0,1,0,127,0.50390625,0.993265994597902,0.9962214052287582,34.83884006076389,0.9951267616421569,0.9961703431372549,0.9973671109068627,0,0,0,0,0,0,0,0,0,0,24,1606,235.9027862548828,404,https://googleapis.com,0
19,11,1,0,0,0,0,0,0,0,3.095795255000934,0,0,1,0,127,0.50390625,0.998796081412478,0.9993049172794117,1.7439744472503662,0.9993049172794117,0.9993049172794117,0.9993049172794117,1,2,0,0,0,44,0,1,0,1,7,803782,1386.7847919464111,200,https://youtube.com,0
15,7,1,0,0,0,0,0,0,0,2.8073549220576037,0,0,1,0,127,0.50390625,0.9164957615838494,0.952914688010621,522.9715526832475,0.9399978936887254,0.9533892463235294,0.9653569240196078,1,4,21,0,2,40,0,1,1,1,77,409301,6180.587291717529,200,https://mail.ru,0
17,9,1,0,0,0,0,0,1,0,2.94770277922009,0,0,1,0,127,0.50390625,0.7991923176375648,0.8842859604779412,2698.0998847683272,0.8782733992034314,0.8802112055759804,0.8943732766544118,1,0,57,0,1,17,0,0,0,0,5,347371,988.0492687225342,200,https://apple.com,0
